FantPos,PPR,Year
RB,10.7,2016
QB,10.3,2016
WR,7.76,2016
TE,7.14,2016
RB,6.23,2016
WR,24.3,2015
RB,21.1,2015
WR,23.4,2015
RB,16.3,2015
QB,24.3,2015
WR,21.2,2015
WR,19,2015
WR,21.3,2015
TE,17,2015
WR,20.7,2015
RB,14.5,2015
TE,14.8,2015
TE,17.4,2015
RB,14.5,2015
RB,16,2015
WR,16.8,2015
TE,14.2,2015
TE,16.3,2015
RB,14.5,2015
WR,17.1,2015
QB,21.5,2015
RB,13.5,2015
QB,21,2015
TE,14.7,2015
RB,13.5,2015
RB,16.5,2015
WR,16.3,2015
WR,16.8,2015
WR,17.5,2015
WR,15.8,2015
RB,12.8,2015
RB,15.2,2015
WR,17.2,2015
RB,12.1,2015
WR,16.7,2015
WR,15,2015
QB,19.8,2015
RB,12.2,2015
RB,10.6,2015
WR,16.8,2015
RB,16.9,2015
TE,11.8,2015
WR,16.2,2015
TE,11.9,2015
QB,19.3,2015
RB,12.5,2015
RB,14.9,2015
WR,15,2015
QB,20.3,2015
WR,12.4,2015
WR,14.4,2015
WR,14.4,2015
QB,18.8,2015
RB,12.3,2015
WR,13.8,2015
WR,13.2,2015
TE,10,2015
RB,10.1,2015
WR,11.9,2015
WR,13.3,2015
RB,10.3,2015
WR,12.3,2015
QB,18.3,2015
WR,14,2015
RB,11.3,2015
TE,11.4,2015
RB,11.3,2015
TE,13.5,2015
QB,18.2,2015
QB,18,2015
TE,12.1,2015
WR,12.4,2015
WR,13.1,2015
RB,9.22,2015
QB,17.8,2015
QB,17.8,2015
QB,17.2,2015
QB,17,2015
QB,16.9,2015
QB,19.4,2015
QB,16.1,2015
QB,18.8,2015
QB,14.6,2015
QB,19,2015
QB,15.1,2015
QB,17.6,2015
QB,12.5,2015
QB,13.9,2015
QB,15.1,2015
QB,16.2,2015
QB,16.5,2015
QB,18.7,2015
QB,16.2,2015
WR,11.5,2015
RB,10.4,2015
WR,12.3,2015
WR,11.5,2015
RB,9.37,2015
WR,15.5,2015
RB,13,2015
RB,8.61,2015
RB,9.82,2015
WR,13.1,2015
RB,10.2,2015
QB,14.6,2015
RB,9.42,2015
WR,11.6,2015
WR,10.3,2015
WR,12.2,2015
RB,8.85,2015
RB,11.3,2015
WR,19.2,2015
QB,12.2,2015
WR,10.9,2015
WR,10.8,2015
RB,10.1,2015
WR,9.43,2015
WR,17.6,2015
RB,9.58,2015
RB,10.3,2015
WR,9.63,2015
RB,9.11,2015
WR,12.1,2015
RB,9.75,2015
WR,9.22,2015
RB,11.2,2015
RB,9.9,2015
RB,6.98,2015
WR,11.5,2015
QB,8.74,2015
WR,20.2,2015
RB,8.8,2015
QB,10.6,2015
RB,7.31,2015
WR,7.83,2015
RB,8,2015
RB,12.2,2015
QB,11.4,2015
QB,9.14,2015
WR,9.77,2015
RB,12.3,2015
RB,18.5,2015
RB,6.04,2015
TE,10.3,2015
WR,7.63,2015
WR,18.7,2015
RB,8.13,2015
TE,9.34,2015
RB,17.2,2015
WR,10.6,2015
RB,8.76,2015
WR,7.06,2015
WR,8.22,2015
RB,20.2,2015
WR,7,2015
TE,8.03,2015
WR,7.52,2015
RB,7.53,2015
WR,9.31,2015
TE,10.1,2015
WR,8.35,2015
WR,6.64,2015
RB,7.74,2015
WR,11.6,2015
RB,10.8,2015
WR,10.7,2015
WR,7.21,2015
TE,7.19,2015
WR,7.39,2015
TE,11,2015
WR,6.81,2015
TE,8.71,2015
TE,9.37,2015
WR,8.3,2015
QB,8.86,2015
WR,8.44,2015
TE,7.23,2015
RB,11.6,2015
RB,11.8,2015
TE,7.69,2015
